09:21:54.944626 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 3137509263:3137509351, ack 1695189999, win 913, options [nop,nop,TS val 424905307 ecr 40267142], length 88
09:32:18.346991 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54852:54940, ack 1, win 913, options [nop,nop,TS val 425528821 ecr 40422992], length 88
09:32:19.348791 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54940:55028, ack 1, win 913, options [nop,nop,TS val 425529823 ecr 40423243], length 88
09:32:20.351753 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55028:55116, ack 1, win 913, options [nop,nop,TS val 425530826 ecr 40423493], length 88
09:32:21.353529 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55116:55204, ack 1, win 913, options [nop,nop,TS val 425531828 ecr 40423744], length 88
09:32:22.355294 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55204:55292, ack 1, win 913, options [nop,nop,TS val 425532830 ecr 40423994], length 88
09:32:23.357156 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55292:55380, ack 1, win 913, options [nop,nop,TS val 425533832 ecr 40424245], length 88
09:32:24.358943 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55380:55468, ack 1, win 913, options [nop,nop,TS val 425534834 ecr 40424495], length 88
09:32:25.360755 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55468:55556, ack 1, win 913, options [nop,nop,TS val 425535836 ecr 40424746], length 88
09:32:26.362553 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55556:55644, ack 1, win 913, options [nop,nop,TS val 425536838 ecr 40424996], length 88
09:32:27.364384 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55644:55732, ack 1, win 913, options [nop,nop,TS val 425537840 ecr 40425247], length 88
09:32:28.366226 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55732:55820, ack 1, win 913, options [nop,nop,TS val 425538842 ecr 40425497], length 88
09:32:29.368056 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55820:55908, ack 1, win 913, options [nop,nop,TS val 425539844 ecr 40425747], length 88
09:32:30.371130 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55908:55996, ack 1, win 913, options [nop,nop,TS val 425540847 ecr 40425998], length 88
09:32:31.374024 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 55996:56084, ack 1, win 913, options [nop,nop,TS val 425541850 ecr 40426249], length 88
09:32:32.376555 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56084:56172, ack 1, win 913, options [nop,nop,TS val 425542853 ecr 40426499], length 88
09:32:33.378423 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56172:56260, ack 1, win 913, options [nop,nop,TS val 425543855 ecr 40426750], length 88
09:32:34.380248 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56260:56348, ack 1, win 913, options [nop,nop,TS val 425544857 ecr 40427001], length 88
09:32:35.382132 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56348:56436, ack 1, win 913, options [nop,nop,TS val 425545859 ecr 40427251], length 88
09:32:36.383811 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56436:56524, ack 1, win 913, options [nop,nop,TS val 425546861 ecr 40427501], length 88
09:32:37.385667 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56524:56612, ack 1, win 913, options [nop,nop,TS val 425547863 ecr 40427752], length 88
09:32:38.388650 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56612:56700, ack 1, win 913, options [nop,nop,TS val 425548866 ecr 40428002], length 88
09:32:39.390483 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56700:56788, ack 1, win 913, options [nop,nop,TS val 425549868 ecr 40428253], length 88
09:32:40.392211 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56788:56876, ack 1, win 913, options [nop,nop,TS val 425550870 ecr 40428504], length 88
09:32:41.393914 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56876:56964, ack 1, win 913, options [nop,nop,TS val 425551872 ecr 40428754], length 88
09:32:42.395716 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 56964:57052, ack 1, win 913, options [nop,nop,TS val 425552874 ecr 40429004], length 88
09:32:43.397562 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57052:57140, ack 1, win 913, options [nop,nop,TS val 425553876 ecr 40429255], length 88
09:32:44.399548 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57140:57228, ack 1, win 913, options [nop,nop,TS val 425554878 ecr 40429505], length 88
09:32:45.401168 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57228:57316, ack 1, win 913, options [nop,nop,TS val 425555880 ecr 40429756], length 88
09:32:46.403002 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57316:57404, ack 1, win 913, options [nop,nop,TS val 425556882 ecr 40430006], length 88
09:32:47.404785 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57404:57492, ack 1, win 913, options [nop,nop,TS val 425557884 ecr 40430257], length 88
09:32:48.407776 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57492:57580, ack 1, win 913, options [nop,nop,TS val 425558887 ecr 40430507], length 88
09:32:49.409552 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57580:57668, ack 1, win 913, options [nop,nop,TS val 425559889 ecr 40430758], length 88
09:32:50.411253 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57668:57756, ack 1, win 913, options [nop,nop,TS val 425560891 ecr 40431008], length 88
09:32:51.413075 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57756:57844, ack 1, win 913, options [nop,nop,TS val 425561893 ecr 40431259], length 88
09:32:52.414905 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57844:57932, ack 1, win 913, options [nop,nop,TS val 425562895 ecr 40431509], length 88
09:32:53.416727 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 57932:58020, ack 1, win 913, options [nop,nop,TS val 425563897 ecr 40431760], length 88
09:32:54.418556 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58020:58108, ack 1, win 913, options [nop,nop,TS val 425564899 ecr 40432010], length 88
09:32:55.420380 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58108:58196, ack 1, win 913, options [nop,nop,TS val 425565901 ecr 40432261], length 88
09:32:56.422158 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58196:58284, ack 1, win 913, options [nop,nop,TS val 425566903 ecr 40432511], length 88
09:32:57.423972 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58284:58372, ack 1, win 913, options [nop,nop,TS val 425567905 ecr 40432761], length 88
09:32:58.426945 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58372:58460, ack 1, win 913, options [nop,nop,TS val 425568908 ecr 40433012], length 88
09:32:59.428660 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58460:58548, ack 1, win 913, options [nop,nop,TS val 425569910 ecr 40433263], length 88
09:33:00.430415 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58548:58636, ack 1, win 913, options [nop,nop,TS val 425570912 ecr 40433513], length 88
09:33:01.432351 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58636:58724, ack 1, win 913, options [nop,nop,TS val 425571914 ecr 40433764], length 88
09:33:02.434016 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58724:58812, ack 1, win 913, options [nop,nop,TS val 425572916 ecr 40434014], length 88
09:33:03.435985 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58812:58900, ack 1, win 913, options [nop,nop,TS val 425573918 ecr 40434264], length 88
09:33:04.437718 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58900:58988, ack 1, win 913, options [nop,nop,TS val 425574920 ecr 40434515], length 88
09:33:05.439498 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 58988:59076, ack 1, win 913, options [nop,nop,TS val 425575922 ecr 40434765], length 88
09:33:06.441327 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59076:59164, ack 1, win 913, options [nop,nop,TS val 425576924 ecr 40435016], length 88
09:33:07.443114 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59164:59252, ack 1, win 913, options [nop,nop,TS val 425577926 ecr 40435266], length 88
09:33:08.446036 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59252:59340, ack 1, win 913, options [nop,nop,TS val 425578929 ecr 40435517], length 88
09:33:09.447957 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59340:59428, ack 1, win 913, options [nop,nop,TS val 425579931 ecr 40435767], length 88
09:33:10.449647 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59428:59516, ack 1, win 913, options [nop,nop,TS val 425580933 ecr 40436018], length 88
09:33:11.451381 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59516:59604, ack 1, win 913, options [nop,nop,TS val 425581935 ecr 40436268], length 88
09:33:12.453388 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59604:59692, ack 1, win 913, options [nop,nop,TS val 425582937 ecr 40436519], length 88
09:33:13.455139 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59692:59780, ack 1, win 913, options [nop,nop,TS val 425583939 ecr 40436769], length 88
09:33:14.456955 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59780:59868, ack 1, win 913, options [nop,nop,TS val 425584941 ecr 40437020], length 88
09:33:15.458692 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59868:59956, ack 1, win 913, options [nop,nop,TS val 425585943 ecr 40437270], length 88
09:33:16.460498 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 59956:60044, ack 1, win 913, options [nop,nop,TS val 425586945 ecr 40437521], length 88
09:33:17.462355 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60044:60132, ack 1, win 913, options [nop,nop,TS val 425587947 ecr 40437771], length 88
09:33:18.465283 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60132:60220, ack 1, win 913, options [nop,nop,TS val 425588950 ecr 40438022], length 88
09:33:19.467097 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60220:60308, ack 1, win 913, options [nop,nop,TS val 425589952 ecr 40438272], length 88
09:33:20.468786 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60308:60396, ack 1, win 913, options [nop,nop,TS val 425590954 ecr 40438523], length 88
09:33:21.470600 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60396:60484, ack 1, win 913, options [nop,nop,TS val 425591956 ecr 40438773], length 88
09:33:22.472423 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60484:60572, ack 1, win 913, options [nop,nop,TS val 425592958 ecr 40439024], length 88
09:33:23.474248 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60572:60660, ack 1, win 913, options [nop,nop,TS val 425593960 ecr 40439274], length 88
09:33:24.476346 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60660:60748, ack 1, win 913, options [nop,nop,TS val 425594962 ecr 40439524], length 88
09:33:25.477876 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60748:60836, ack 1, win 913, options [nop,nop,TS val 425595964 ecr 40439775], length 88
09:33:26.479700 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60836:60924, ack 1, win 913, options [nop,nop,TS val 425596966 ecr 40440025], length 88
09:33:27.481523 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 60924:61012, ack 1, win 913, options [nop,nop,TS val 425597968 ecr 40440276], length 88
09:33:28.484455 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61012:61100, ack 1, win 913, options [nop,nop,TS val 425598971 ecr 40440526], length 88
09:33:29.486234 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61100:61188, ack 1, win 913, options [nop,nop,TS val 425599973 ecr 40440777], length 88
09:33:30.488032 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61188:61276, ack 1, win 913, options [nop,nop,TS val 425600975 ecr 40441027], length 88
09:33:31.489823 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61276:61364, ack 1, win 913, options [nop,nop,TS val 425601977 ecr 40441278], length 88
09:33:32.491644 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61364:61452, ack 1, win 913, options [nop,nop,TS val 425602979 ecr 40441528], length 88
09:33:33.493748 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61452:61540, ack 1, win 913, options [nop,nop,TS val 425603981 ecr 40441779], length 88
09:33:34.496280 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61540:61628, ack 1, win 913, options [nop,nop,TS val 425604984 ecr 40442029], length 88
09:33:35.498061 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61628:61716, ack 1, win 913, options [nop,nop,TS val 425605986 ecr 40442280], length 88
09:33:36.499935 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61716:61804, ack 1, win 913, options [nop,nop,TS val 425606988 ecr 40442530], length 88
09:33:37.502799 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61804:61892, ack 1, win 913, options [nop,nop,TS val 425607991 ecr 40442781], length 88
09:33:38.504636 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61892:61980, ack 1, win 913, options [nop,nop,TS val 425608993 ecr 40443032], length 88
09:33:39.506386 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 61980:62068, ack 1, win 913, options [nop,nop,TS val 425609995 ecr 40443282], length 88
09:33:40.508277 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62068:62156, ack 1, win 913, options [nop,nop,TS val 425610997 ecr 40443533], length 88
09:33:41.511066 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62156:62244, ack 1, win 913, options [nop,nop,TS val 425612000 ecr 40443783], length 88
09:33:42.512905 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62244:62332, ack 1, win 913, options [nop,nop,TS val 425613002 ecr 40444034], length 88
09:33:43.515752 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62332:62420, ack 1, win 913, options [nop,nop,TS val 425614005 ecr 40444284], length 88
09:33:44.518494 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62420:62508, ack 1, win 913, options [nop,nop,TS val 425615008 ecr 40444535], length 88
09:33:45.521315 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62508:62596, ack 1, win 913, options [nop,nop,TS val 425616011 ecr 40444786], length 88
09:33:46.524166 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62596:62684, ack 1, win 913, options [nop,nop,TS val 425617014 ecr 40445036], length 88
09:33:47.526907 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62684:62772, ack 1, win 913, options [nop,nop,TS val 425618017 ecr 40445287], length 88
09:33:48.528688 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62772:62860, ack 1, win 913, options [nop,nop,TS val 425619019 ecr 40445538], length 88
09:33:49.531480 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62860:62948, ack 1, win 913, options [nop,nop,TS val 425620022 ecr 40445788], length 88
09:33:50.534328 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 62948:63036, ack 1, win 913, options [nop,nop,TS val 425621025 ecr 40446039], length 88
09:33:51.536324 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 63036:63124, ack 1, win 913, options [nop,nop,TS val 425622027 ecr 40446290], length 88
09:33:52.537931 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 63124:63212, ack 1, win 913, options [nop,nop,TS val 425623029 ecr 40446540], length 88
09:33:53.540770 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 63212:63300, ack 1, win 913, options [nop,nop,TS val 425624032 ecr 40446790], length 88

